city,state,time_date,sun_hourly,sun_daily,condition_code
tucson,az,2021-02-26 07:00:00,NaN,NaN,1.0
achumani(bolivia),,2021-02-15 18:00:00,NaN,NaN,4.0
loveland,co,2021-02-12 19:00:00,NaN,NaN,5.0
issaquah/hobart,wa,2021-01-19,NaN,NaN,2.0
sydney,ns,2021-01-09 16:00:00,NaN,NaN,3.0
rasalkhaimah(uar),,2021-01-08 06:00:00,NaN,NaN,1.0
hollywood,fl,2020-12-24 23:00:00,NaN,NaN,7.0
westhempstead,ny,2020-12-12 21:00:00,NaN,NaN,4.0
riverside,ca,2020-11-04 18:00:00,NaN,NaN,5.0
mokuleia,hi,2020-10-24 21:00:00,NaN,NaN,3.0
westville,nj,2020-10-23 19:00:00,NaN,NaN,3.0
aurora,co,2020-09-17 21:00:00,NaN,NaN,2.0
cabot,ar,2020-09-11,NaN,NaN,2.0
spokane,wa,2020-08-23,NaN,NaN,2.0
bayonne,nj,2020-08-18 18:00:00,NaN,NaN,2.0
alton,il,2020-08-16 22:00:00,NaN,NaN,2.0
olalla,wa,2020-08-14 03:00:00,NaN,NaN,2.0
flushing,ny,2020-08-08 22:00:00,NaN,NaN,2.0
verona,pa,2020-08-08,NaN,NaN,2.0
norfolk,va,2020-08-04 11:00:00,NaN,NaN,7.0
littleton,co,2020-07-18 23:00:00,NaN,NaN,3.0
newkensington,pa,2020-07-12,NaN,NaN,18.0
annapolis,md,2020-07-10 16:00:00,NaN,NaN,5.0
pittsburgh,,2020-07-07 22:00:00,NaN,NaN,25.0
lorain,oh,2020-07-04 23:00:00,NaN,NaN,2.0
tampa,fl,2020-06-25 17:00:00,NaN,NaN,3.0
northmyrtlebeach,sc,2020-06-17 10:00:00,NaN,NaN,5.0
chittenango,ny,2020-06-12 03:00:00,NaN,NaN,2.0
woburn,ma,2020-06-08 17:00:00,NaN,NaN,2.0
medford,or,2020-05-30 18:00:00,NaN,NaN,25.0
pompanobeach,fl,2020-05-20 19:00:00,NaN,NaN,25.0
peoria,az,2020-05-17 14:00:00,NaN,NaN,2.0
gulfmills,pa,2020-05-13,NaN,NaN,2.0
tucson,az,2020-05-06 20:00:00,NaN,NaN,1.0
chesapeake,va,2020-04-27 21:00:00,NaN,NaN,2.0
sciencehill,ky,2020-04-26 22:00:00,NaN,NaN,7.0
riodejaneiro(brazil),,2020-04-26 19:00:00,NaN,NaN,1.0
albany,or,2020-04-22 22:00:00,NaN,NaN,7.0
chattaroy,wa,2020-04-16 09:00:00,NaN,NaN,2.0
burbank,il,2020-04-15 03:00:00,NaN,NaN,3.0
burien,wa,2020-04-13 13:00:00,NaN,NaN,1.0
phoenix,az,2020-04-12 01:00:00,NaN,NaN,3.0
langenfeld(germany),,2020-04-10,0.0,747.0,1.0
portland,me,2020-04-08 11:00:00,NaN,NaN,3.0
williamsburg,va,2020-03-29 22:00:00,NaN,NaN,5.0
cleveland,oh,2020-03-28 23:00:00,NaN,NaN,5.0
greenvalley,az,2020-03-28 19:00:00,NaN,NaN,1.0
greenbelt,md,2020-03-19 14:00:00,NaN,NaN,5.0
hinwit(switzerland),,2020-03-19 01:00:00,NaN,NaN,2.0
spokane,wa,2020-03-17 22:00:00,NaN,NaN,3.0
beavercreek,oh,2020-03-06 17:00:00,NaN,NaN,14.0
elcajon/lamesa,ca,2020-03-06 13:00:00,NaN,NaN,5.0
superior,wi,2020-02-29 19:00:00,NaN,NaN,1.0
austin,tx,2020-02-28 06:00:00,NaN,NaN,1.0
oldwestbury,ny,2020-01-20 14:00:00,NaN,NaN,2.0
sanleandro,ca,2020-01-10 07:00:00,NaN,NaN,1.0
leaguecity,tx,2020-01-07 06:00:00,NaN,NaN,3.0
merrittisland,fl,2019-12-30 21:00:00,NaN,NaN,18.0
munhall,pa,2019-12-26,NaN,NaN,3.0
lisle,il,2019-12-12 14:00:00,NaN,NaN,3.0
haliewa,hi,2019-11-13 19:00:00,NaN,NaN,2.0
indianapolis,in,2019-11-12 20:00:00,NaN,NaN,2.0
kona,hi,2019-11-12 19:00:00,NaN,NaN,2.0
phoenix,az,2019-11-11 20:00:00,NaN,NaN,2.0
tucson,az,2019-11-11 19:00:00,NaN,NaN,1.0
peoria,az,2019-11-11 19:00:00,NaN,NaN,2.0
tucson,az,2019-11-11 19:00:00,NaN,NaN,1.0
raleigh,,2019-11-11 18:00:00,NaN,NaN,2.0
bethel,ak,2019-11-11 07:00:00,NaN,NaN,7.0
yakima,wa,2019-11-10 02:00:00,NaN,NaN,3.0
bayshore,ny,2019-11-03 19:00:00,NaN,NaN,2.0
fresno,ca,2019-10-24 12:00:00,NaN,NaN,1.0
trenton,on,2019-10-23 11:00:00,NaN,NaN,2.0
tucson,az,2019-10-22 01:00:00,NaN,NaN,1.0
fresno,ca,2019-10-13 19:00:00,NaN,NaN,5.0
clayville,ny,2019-10-13 09:00:00,NaN,NaN,5.0
apex-hollysprings,nc,2019-10-10 20:00:00,NaN,NaN,2.0
jerseycity,nj,2019-10-10 07:00:00,NaN,NaN,4.0
tampa,fl,2019-10-02 19:00:00,NaN,NaN,2.0
trenton,fl,2019-09-28,NaN,NaN,5.0
hudson,co,2019-09-26 22:00:00,NaN,NaN,2.0
mountlaurel,nj,2019-09-21 02:00:00,NaN,NaN,2.0
unknowntravelingonrt.25,sc,2019-09-20 21:00:00,NaN,NaN,25.0
utica,ny,2019-09-07 01:00:00,NaN,NaN,7.0
issaquah,wa,2019-09-03 18:00:00,NaN,NaN,2.0
alpine,tx,2019-08-19 22:00:00,NaN,NaN,25.0
kensington,md,2019-08-19 04:00:00,NaN,NaN,2.0
saltlakecityvalley,ut,2019-08-17 03:00:00,NaN,NaN,2.0
crestwood,ky,2019-08-08 06:00:00,NaN,NaN,2.0
boilingsprings,sc,2019-07-23,NaN,NaN,0.0
calgary(canada),ab,2019-07-19,NaN,NaN,0.0
chicopee,ma,2019-07-11 17:00:00,NaN,NaN,3.0
clearwater,fl,2019-07-02 14:00:00,NaN,NaN,3.0
spokane,wa,2019-06-13 19:00:00,NaN,NaN,3.0
caloocancity(philippines),,2019-06-06 19:00:00,NaN,NaN,3.0
houghton,mi,2019-06-05 11:00:00,NaN,NaN,5.0
westspringfield,ma,2019-06-03 18:00:00,NaN,NaN,2.0
boise,id,2019-05-24 03:00:00,NaN,NaN,2.0
spokanevalley,wa,2019-05-24 01:00:00,NaN,NaN,3.0
newyork,ny,2019-05-11 16:00:00,NaN,NaN,3.0
cortaro,az,2019-04-14,NaN,NaN,1.0
chicopee,ma,2019-04-01 18:00:00,NaN,NaN,2.0
lodi,ca,2019-03-20 18:00:00,NaN,NaN,7.0
mountvernon,in,2019-03-02 15:00:00,NaN,NaN,5.0
nampa,id,2019-03-02 06:00:00,NaN,NaN,1.0
garner,nc,2019-02-16 20:00:00,NaN,NaN,7.0
medellin(colombia),,2019-01-20 20:00:00,NaN,NaN,3.0
memphis,tn,2018-12-26 18:00:00,NaN,NaN,4.0
albuquerque,nm,2018-12-17 21:00:00,NaN,NaN,3.0
irving,tx,2018-10-10 20:00:00,NaN,NaN,2.0
beverly,ma,2018-10-05 23:00:00,NaN,NaN,2.0
beverly,ma,2018-10-05 11:00:00,NaN,NaN,2.0
kingman,az,2018-09-21 22:00:00,NaN,NaN,1.0
walnutcreek,ca,2018-09-20 01:00:00,NaN,NaN,1.0
augusta,ga,2018-09-13 01:00:00,NaN,NaN,2.0
vancouver,wa,2018-09-05 01:00:00,NaN,NaN,2.0
shawnee,ok,2018-07-04,NaN,NaN,27.0
williamsport,pa,2018-05-12 01:00:00,NaN,NaN,7.0
honolulu,hi,2018-03-17 09:00:00,NaN,NaN,2.0
haywood,ca,2018-03-11 12:00:00,NaN,NaN,5.0
lakesuperior(trans-canhwy)(canada),on,2018-03-09 13:00:00,NaN,NaN,14.0
tamarindo(costarica),,2018-03-06 21:00:00,NaN,NaN,2.0
nottingham,md,2018-02-19,NaN,NaN,2.0
langely(canada),bc,2017-12-03 12:00:00,NaN,NaN,5.0
elpaso(ne;fairbanks&rushing),tx,2017-10-23 20:00:00,NaN,NaN,8.0
coventry,ri,2017-08-16 10:00:00,NaN,NaN,5.0
greateratlanta-south,,2017-04-05 23:00:00,NaN,NaN,7.0
layton,ut,2017-01-29 21:00:00,NaN,NaN,5.0
mobile,al,2016-07-22 10:00:00,NaN,NaN,25.0
richmond,va,2016-06-04 10:00:00,NaN,NaN,5.0
denver,co,2008-01-30,NaN,485.0,NaN
clearwaterbeach,fl,2008-01-10,NaN,601.0,NaN
bennington,vt,2007-08-03,NaN,508.0,NaN
denver,co,2007-02-16,NaN,187.0,NaN
detroit,mi,1995-08-25,NaN,481.0,NaN
elkgrove,ca,1992-08-15,NaN,756.0,NaN
lasvegasindesert,nv,1984-12-15,NaN,263.0,NaN
chattanooga,tn,1984-07-07,NaN,214.0,NaN
neworleans,la,1974-11-02,NaN,570.0,NaN
elpaso,tx,1969-06-01,NaN,564.0,NaN
merseyside(uk/england),,2021-04-10 19:00:00,NaN,NaN,2.0
redondobeach,ca,2021-01-22 17:00:00,NaN,NaN,3.0
tempe,az,2020-12-31 21:00:00,NaN,NaN,3.0
annapolis,md,2020-10-21 01:00:00,NaN,NaN,5.0
sanantonio,tx,2020-10-13 20:00:00,NaN,NaN,3.0
tempe,az,2020-10-04 01:00:00,NaN,NaN,1.0
newark,nj,2020-09-19 15:00:00,NaN,NaN,2.0
reading,pa,2020-08-24,NaN,NaN,7.0
calgary,ab,2020-08-22 14:00:00,NaN,NaN,17.0
murrellsinlet,sc,2020-08-15 23:00:00,NaN,NaN,7.0
newyorkcity(brooklyn),ny,2020-07-21 21:00:00,NaN,NaN,3.0
statenisland,ny,2020-07-21 03:00:00,NaN,NaN,2.0
rahway,nj,2020-07-12 05:00:00,NaN,NaN,7.0
riverview,fl,2020-07-07 05:00:00,NaN,NaN,5.0
eastnorthport,ny,2020-07-06 16:00:00,NaN,NaN,2.0
sanantonio,tx,2020-07-05 22:00:00,NaN,NaN,2.0
kaysville,ut,2020-05-31 18:00:00,NaN,NaN,2.0
massapequa,ny,2020-05-06 03:00:00,NaN,NaN,3.0
pompanobeach,fl,2020-04-30,NaN,NaN,2.0
chillicothe,il,2020-04-25 20:00:00,NaN,NaN,8.0
lasvegas,nv,2020-04-23 03:00:00,NaN,NaN,2.0
weymouth(uk/england),,2020-04-19 20:00:00,NaN,NaN,1.0
calgary(canada),ab,2020-04-15 23:00:00,NaN,NaN,14.0
silverspring,md,2020-04-10 09:00:00,NaN,NaN,1.0
leesburg,va,2020-03-30 21:00:00,NaN,NaN,2.0
pinole,ca,2020-03-22 16:00:00,NaN,NaN,2.0
countryclubhills,il,2020-02-27 16:00:00,NaN,NaN,14.0
northlasvegas,nv,2020-02-21,NaN,NaN,1.0
knik,ak,2020-02-15 19:00:00,NaN,NaN,14.0
apollobeach,fl,2020-02-15 17:00:00,NaN,NaN,3.0
tallahassee,fl,2020-02-15 04:00:00,NaN,NaN,1.0
roundrock,tx,2020-02-15,NaN,NaN,1.0
westmemphis,ar,2020-02-08 12:00:00,NaN,NaN,1.0
chelsea,al,2020-02-02 19:00:00,NaN,NaN,2.0
grandisland,ny,2020-01-27 23:00:00,NaN,NaN,4.0
henderson,nv,2020-01-08 15:00:00,NaN,NaN,3.0
medellin,,2020-01-01 09:00:00,NaN,NaN,4.0
sanantonio,tx,2020-01-01,NaN,NaN,4.0
elpaso,tx,2019-12-16 17:00:00,NaN,NaN,2.0
losangeles,ca,2019-12-11 14:00:00,NaN,NaN,3.0
miramar,fl,2019-12-10 22:00:00,NaN,NaN,3.0
mesa,az,2019-10-28 20:00:00,NaN,NaN,2.0
milton,ma,2019-10-25 22:00:00,NaN,NaN,4.0
phoenix,az,2019-10-11 20:00:00,NaN,NaN,2.0
sanfrancisco,ca,2019-09-14 16:00:00,NaN,NaN,1.0
brentwood,tn,2019-08-17 22:00:00,NaN,NaN,18.0
honolulu,hi,2019-08-15 21:00:00,NaN,NaN,3.0
riorancho,nm,2019-07-29,NaN,NaN,2.0
indianapolis,in,2019-07-05 09:00:00,NaN,NaN,2.0
northarlington,nj,2019-07-04 19:00:00,NaN,NaN,3.0
sicklerville,nj,2019-06-18 21:00:00,NaN,NaN,8.0
wyndmoor,pa,2019-06-07 22:00:00,NaN,NaN,3.0
bridgeville,pa,2019-06-01 17:00:00,NaN,NaN,3.0
stratford,nj,2019-05-30,NaN,NaN,7.0
sicklerville,nj,2019-05-26 21:00:00,NaN,NaN,3.0
dulles,va,2019-04-19 12:00:00,NaN,NaN,4.0
phoenix,az,2019-04-15 12:00:00,NaN,NaN,3.0
pittsburgh,pa,2019-04-14 17:00:00,NaN,NaN,8.0
sewell,nj,2019-04-06 21:00:00,NaN,NaN,3.0
elizabeth,in,2019-03-22,NaN,NaN,3.0
margate,fl,2019-02-25 23:00:00,NaN,NaN,3.0
grandbasin(reunionisland),,2019-01-06 11:00:00,NaN,NaN,3.0
coralsprings,fl,2018-10-13 08:00:00,NaN,NaN,2.0
baltimorehighlands,md,2018-10-12 20:00:00,NaN,NaN,2.0
eightyfour,pa,2018-09-29 18:00:00,NaN,NaN,3.0
detroit,mi,2018-09-05,NaN,NaN,2.0
northlasvegas,nv,2018-07-18 21:00:00,NaN,NaN,7.0
montreal(canada),qc,2018-05-20 15:00:00,NaN,NaN,3.0
hongkong,,2018-01-31 21:00:00,NaN,NaN,3.0
jerseycity,nj,2017-12-19,NaN,NaN,7.0
manchester,ct,2017-06-24 14:00:00,NaN,NaN,7.0
lexington,ky,2017-03-07 20:00:00,NaN,NaN,7.0
syracuse,ny,2016-12-15 21:00:00,NaN,NaN,15.0
sandiego,ca,2016-12-14 09:00:00,NaN,NaN,5.0
amherst,ny,2016-12-01 18:00:00,NaN,NaN,17.0
milwaukie,or,2015-12-17 23:00:00,NaN,NaN,8.0
katlenburg_lindau(germany),,2013-10-29 18:00:00,0.0,NaN,NaN
boston,ma,2012-08-25,NaN,492.0,NaN
sheffieldlake,oh,2008-01-15,NaN,0.0,NaN
fulda(near)(germany),,2006-07-15 18:00:00,57.0,NaN,NaN
chemnitz(germany),,1994-01-30 18:00:00,0.0,NaN,NaN
phoenix,az,1993-06-01,NaN,853.0,NaN
sanantonio,tx,1970-07-01,NaN,792.0,NaN
sanjuan(puertorico),,1969-07-01,NaN,510.0,NaN
omaha,ne,1969-03-01,NaN,24.0,NaN
st.charles,il,2021-04-15 20:00:00,NaN,NaN,3.0
fredericksburg,ia,2020-12-08 18:00:00,NaN,NaN,5.0
portland,or,2020-11-21 21:00:00,NaN,NaN,5.0
honoluu,hi,2020-10-24 22:00:00,NaN,NaN,3.0
sandiego,ca,2020-10-14 21:00:00,NaN,NaN,2.0
palmdale,ca,2020-10-14 20:00:00,NaN,NaN,5.0
coloradosprings,co,2020-10-12 12:00:00,NaN,NaN,1.0
lakekinderhook,nivervillehamlet,2020-10-03 04:00:00,NaN,NaN,4.0
portland,or,2020-07-25 22:00:00,NaN,NaN,2.0
whitehall,ny,2020-07-18,NaN,NaN,3.0
whitehall,ny,2020-07-18,NaN,NaN,3.0
riorancho,nm,2020-06-23 22:00:00,NaN,NaN,2.0
rochester,mn,2020-04-09 21:00:00,NaN,NaN,14.0
miami,fl,2020-03-29 23:00:00,NaN,NaN,2.0
fortlauderdale,fl,2020-03-08,NaN,NaN,3.0
uppermakefield(abovedelawareriver),pa,2020-02-23 14:00:00,NaN,NaN,3.0
phoenix,az,2020-02-18 16:00:00,NaN,NaN,2.0
toronto(canada),on,2020-01-23 17:00:00,NaN,NaN,3.0
phoenix,az,2020-01-09 21:00:00,NaN,NaN,3.0
jerseycity,nj,2019-12-26 20:00:00,NaN,NaN,4.0
lavista,ne,2019-12-11 08:00:00,NaN,NaN,2.0
saintpaul,mn,2019-10-31 18:00:00,NaN,NaN,2.0
battleground,wa,2019-10-09,NaN,NaN,3.0
gibsonia,pa,2019-10-06 08:00:00,NaN,NaN,3.0
glastonbury,ct,2019-10-05 20:00:00,NaN,NaN,2.0
louisville,ky,2019-09-23 19:00:00,NaN,NaN,3.0
lombard,il,2019-06-10 03:00:00,NaN,NaN,5.0
gresham,or,2019-06-09 18:00:00,NaN,NaN,2.0
bethelpark,pa,2019-05-18,NaN,NaN,7.0
henderson,nv,2019-04-27 17:00:00,NaN,NaN,2.0
hatterasvillage,nc,2019-03-06 15:00:00,NaN,NaN,2.0
peoria,az,2019-03-03 15:00:00,NaN,NaN,2.0
winstonsalem,nc,2019-01-20,NaN,NaN,7.0
chester,va,2018-12-08 20:00:00,NaN,NaN,3.0
st.louis,mo,2018-12-02 18:00:00,NaN,NaN,4.0
chicago,il,2018-11-30 13:00:00,NaN,NaN,3.0
sanantonio,tx,2018-11-02 10:00:00,NaN,NaN,1.0
boise,id,2018-10-12 19:00:00,NaN,NaN,1.0
simsbury,ct,2018-10-12 06:00:00,NaN,NaN,7.0
washington,d.c.(6mileswestof),2018-09-21 22:00:00,NaN,NaN,3.0
saltlakecity,ut,2018-09-16 23:00:00,NaN,NaN,2.0
st.paul,mn,2018-09-08 21:00:00,NaN,NaN,2.0
delraybeach,fl,2018-07-29 22:00:00,NaN,NaN,8.0
covington,ky,2018-07-07,NaN,NaN,27.0
philadelphia,pa,2018-07-04 23:00:00,NaN,NaN,25.0
templeterrace,fl,2018-05-02 21:00:00,NaN,NaN,2.0
trenton/grosseile,mi,2018-01-15 23:00:00,NaN,NaN,14.0
portorchard,wa,2017-11-03 22:00:00,NaN,NaN,5.0
savannah,ga,1983-07-15,NaN,420.0,NaN
outinthecountrynotcity,tx,1982-01-01,NaN,522.0,NaN
newyorkcity(bronx),ny,2021-03-06,NaN,NaN,2.0
alliance,ne,2021-02-14 03:00:00,NaN,NaN,14.0
odessa,fl,2021-01-28 06:00:00,NaN,NaN,5.0
losangeles,ca,2021-01-17 15:00:00,NaN,NaN,2.0
dundalk,md,2021-01-13 20:00:00,NaN,NaN,2.0
tempe,az,2021-01-01,NaN,NaN,3.0
mexico,,2020-12-02 19:00:00,NaN,NaN,2.0
stockton,ca,2020-11-27 16:00:00,NaN,NaN,1.0
stockton,ca,2020-11-27 16:00:00,NaN,NaN,1.0
stockton,ca,2020-11-27 16:00:00,NaN,NaN,1.0
braintree,ma,2020-11-15 02:00:00,NaN,NaN,1.0
statenisland,ny,2020-11-14 20:00:00,NaN,NaN,2.0
houston,tx,2020-11-07 18:00:00,NaN,NaN,2.0
dundalk,md,2020-10-31 20:00:00,NaN,NaN,3.0
dundalk,md,2020-10-31 20:00:00,NaN,NaN,3.0
dundalk,md,2020-10-31 20:00:00,NaN,NaN,3.0
stpaul,mn,2020-10-31 07:00:00,NaN,NaN,1.0
miami,fl,2020-10-30 22:00:00,NaN,NaN,3.0
ueda,,2020-10-06 11:00:00,NaN,NaN,2.0
millcreek,wa,2020-10-03 21:00:00,NaN,NaN,5.0
winnipeg,mb,2020-09-12 22:00:00,NaN,NaN,1.0
gloucester,ma,2020-09-10 21:00:00,NaN,NaN,7.0
portland,or,2020-09-06 22:00:00,NaN,NaN,2.0
astoria,ny,2020-08-23 14:00:00,NaN,NaN,3.0
cincinnati,oh,2020-08-20 21:00:00,NaN,NaN,2.0
osgood,in,2020-08-10 03:00:00,NaN,NaN,5.0
daphne,al,2020-08-08 13:00:00,NaN,NaN,7.0
iuka,il,2020-08-06 04:00:00,NaN,NaN,5.0
beverly,ma,2020-07-25 15:00:00,NaN,NaN,2.0
boise,id,2020-07-21 23:00:00,NaN,NaN,1.0
albuquerque,nm,2020-07-19 13:00:00,NaN,NaN,2.0
newyorkcity,ny,2020-07-18 22:00:00,NaN,NaN,2.0
havertown,pa,2020-07-17 10:00:00,NaN,NaN,4.0
springfield,ma,2020-07-01 22:00:00,NaN,NaN,25.0
hazlet,nj,2020-06-28 16:00:00,NaN,NaN,3.0
portland,or,2020-06-27 19:00:00,NaN,NaN,3.0
coloradosprings,co,2020-05-22 09:00:00,NaN,NaN,1.0
eastamana,ia,2020-05-17 10:00:00,NaN,NaN,7.0
lasvegas)southsummerlin),nv,2020-05-01 20:00:00,NaN,NaN,2.0
rochester,ny,2020-05-01 03:00:00,NaN,NaN,7.0
duluth,mn,2020-04-18 22:00:00,NaN,NaN,3.0
roundrock,tx,2020-04-14,NaN,NaN,1.0
danville,ca,2020-04-12 23:00:00,NaN,NaN,3.0
montgomery,al,2020-04-12 12:00:00,NaN,NaN,7.0
cardiff,ca,2020-04-10 21:00:00,NaN,NaN,8.0
seattlequeeneanne,wa,2020-04-09 20:00:00,NaN,NaN,2.0
northstonington,ct,2020-04-09 16:00:00,NaN,NaN,26.0
newcastleupontyne,,2020-04-08 22:00:00,NaN,NaN,3.0
decatur,ga,2020-04-06 04:00:00,NaN,NaN,2.0
kihei,hi,2020-04-04 14:00:00,NaN,NaN,1.0
lakeworth,fl,2020-04-03,NaN,NaN,2.0
toronto(canada),on,2020-04-02 23:00:00,NaN,NaN,2.0
tamworth,,2020-03-25 21:00:00,NaN,NaN,1.0
henderson,nv,2020-03-21 22:00:00,NaN,NaN,3.0
laquinta,ca,2020-03-18 21:00:00,NaN,NaN,7.0
beaverfalls,pa,2020-03-14 23:00:00,NaN,NaN,14.0
rex,ga,2020-03-13 23:00:00,NaN,NaN,4.0
middleburgheights,oh,2020-02-19 23:00:00,NaN,NaN,2.0
lasvegas,nv,2020-02-02 18:00:00,NaN,NaN,2.0
rosedale,md,2020-01-22 19:00:00,NaN,NaN,2.0
aiken,sc,2020-01-16 23:00:00,NaN,NaN,1.0
irvington,al,2020-01-15 22:00:00,NaN,NaN,4.0
losangeles,ca,2020-01-15 02:00:00,NaN,NaN,2.0
austin,tx,2020-01-06 07:00:00,NaN,NaN,1.0
coloradosprings,co,2020-01-01 18:00:00,NaN,NaN,1.0
pinellaspark,fl,2019-12-31 23:00:00,NaN,NaN,2.0
mayflower,ar,2019-12-22 19:00:00,NaN,NaN,3.0
northlasvegas,nv,2019-12-19 13:00:00,NaN,NaN,2.0
phoenix,az,2019-12-12 06:00:00,NaN,NaN,2.0
gresham,or,2019-12-09 05:00:00,NaN,NaN,5.0
westminster,ca,2019-11-11 18:00:00,NaN,NaN,5.0
silverhilll,al,2019-11-10 17:00:00,NaN,NaN,4.0
nashville,tn,2019-11-09 14:00:00,NaN,NaN,2.0
elpaso,tx,2019-11-04,NaN,NaN,3.0
sandiego,ca,2019-10-24 17:00:00,NaN,NaN,2.0
tiburon,ca,2019-10-22 22:00:00,NaN,NaN,1.0
jeffersonville,in,2019-10-16 20:00:00,NaN,NaN,3.0
austin,tx,2019-10-14 20:00:00,NaN,NaN,4.0
santodomingo(dominicanrepublic),,2019-10-14 20:00:00,NaN,NaN,2.0
havertown,pa,2019-10-05 17:00:00,NaN,NaN,2.0
conyers,ga,2019-09-30,NaN,NaN,2.0
toronto(canada),on,2019-09-25 20:00:00,NaN,NaN,3.0
newyork,ny,2019-09-24 10:00:00,NaN,NaN,2.0
mesa,az,2019-09-12 21:00:00,NaN,NaN,2.0
chicago,il,2019-09-11 09:00:00,NaN,NaN,7.0
edmonton(canada),ab,2019-09-11,NaN,NaN,7.0
georgetown,in,2019-09-10 20:00:00,NaN,NaN,2.0
honolulu,hi,2019-09-09 20:00:00,NaN,NaN,3.0
collegepark,md,2019-08-23 21:00:00,NaN,NaN,7.0
houston,tx,2019-07-01 20:00:00,NaN,NaN,8.0
cortemadera,ca,2019-06-27 21:00:00,NaN,NaN,2.0
elizabeth,pa,2019-06-23 22:00:00,NaN,NaN,3.0
kaysville,ut,2019-06-23 14:00:00,NaN,NaN,2.0
sanfrancisco,ca,2019-06-20 18:00:00,NaN,NaN,1.0
hermosabeach,ca,2019-06-11 03:00:00,NaN,NaN,3.0
calabasas,ca,2019-06-08 16:00:00,NaN,NaN,3.0
sudbury,ma,2019-06-02 18:00:00,NaN,NaN,4.0
losangeles,ca,2019-05-31 17:00:00,NaN,NaN,5.0
waianae,hi,2019-05-30 20:00:00,NaN,NaN,3.0
waianae,hi,2019-05-30 20:00:00,NaN,NaN,3.0
chicago,il,2019-05-24 12:00:00,NaN,NaN,7.0
tucson,az,2019-05-19 15:00:00,NaN,NaN,2.0
santabarbara,ca,2019-05-04 13:00:00,NaN,NaN,5.0
mesa,az,2019-04-23 22:00:00,NaN,NaN,4.0
sunvalley,nv,2019-04-17 11:00:00,NaN,NaN,1.0
louisville,ky,2019-04-16 12:00:00,NaN,NaN,2.0
southgate,mi,2019-04-13 14:00:00,NaN,NaN,3.0
austin,tx,2019-01-20 13:00:00,NaN,NaN,1.0
miami,fl,2019-01-05 16:00:00,NaN,NaN,3.0
miami,fl,2019-01-05 16:00:00,NaN,NaN,3.0
westhartford,ct,2018-12-29 18:00:00,NaN,NaN,3.0
fresno,ca,2018-12-15 23:00:00,NaN,NaN,2.0
coloradosprings,co,2018-12-13 11:00:00,NaN,NaN,3.0
st.paul,mn,2018-11-26,NaN,NaN,4.0
beaverton,or,2018-11-15 15:00:00,NaN,NaN,4.0
newark/fortworth,tx,2018-10-25 03:00:00,NaN,NaN,7.0
bonita,ca,2018-10-12 19:00:00,NaN,NaN,2.0
arlington,tx,2018-09-30 02:00:00,NaN,NaN,3.0
charleston,sc,2018-08-23 20:00:00,NaN,NaN,3.0
ellington,ct,2018-08-01 21:00:00,NaN,NaN,17.0
omaha,ne,2018-07-21,NaN,NaN,2.0
holiday,fl,2018-07-04 22:00:00,NaN,NaN,7.0
fortlauderdale,fl,2018-04-17 09:00:00,NaN,NaN,1.0
palmsprings,fl,2018-04-12 21:00:00,NaN,NaN,2.0
cedarpark,tx,2018-03-16 12:00:00,NaN,NaN,4.0
lakeworth,fl,2018-02-25 09:00:00,NaN,NaN,18.0
fredericton(canada),nb,2018-02-12 21:00:00,NaN,NaN,1.0
oxford,ma,2017-11-19 15:00:00,NaN,NaN,7.0
vancouver(canada),bc,2017-10-31 21:00:00,NaN,NaN,5.0
commercecity,co,2017-09-23 05:00:00,NaN,NaN,7.0
irvine,ca,2017-08-26 18:00:00,NaN,NaN,5.0
abingdon,md,2017-02-23 12:00:00,NaN,NaN,5.0
st.petersburg,fl,2017-02-19 11:00:00,NaN,NaN,5.0
jerseycity,nj,2017-02-15 20:00:00,NaN,NaN,7.0
fulton,ny,2017-02-02 16:00:00,NaN,NaN,14.0
eugene,or,2016-12-28 22:00:00,NaN,NaN,5.0
vacaville,ca,2016-11-26 15:00:00,NaN,NaN,7.0
southgate,ca,2016-02-14 14:00:00,NaN,NaN,5.0
heilbronn(germany),,2011-09-13 12:00:00,8.0,NaN,NaN
fulton,ny,2008-07-26,NaN,387.0,NaN
erlangen(germany),,2008-05-10 12:00:00,60.0,NaN,NaN
florissant,mo,1990-06-01,NaN,435.0,NaN
belleville,il,1982-06-30,NaN,672.0,NaN
parm,oh,1980-07-01,NaN,408.0,NaN
mannheim(westgermany),,1970-06-06 18:00:00,0.0,NaN,NaN
saintjames,ny,2021-02-15 09:00:00,NaN,NaN,4.0
coloradosprings,co,2021-02-01 09:00:00,NaN,NaN,1.0
fishers,in,2020-10-31 06:00:00,NaN,NaN,1.0
itmann,wv,2020-03-15 01:00:00,NaN,NaN,8.0
portangeles,wa,2020-03-06 15:00:00,NaN,NaN,7.0
lakeelmo,mn,2020-02-23 20:00:00,NaN,NaN,1.0
redlands,ca,2020-02-15 20:00:00,NaN,NaN,5.0
saltlakecity,ut,2019-10-24 07:00:00,NaN,NaN,2.0
chicago,il,2019-09-19 06:00:00,NaN,NaN,2.0
colchester,vt,2019-05-27 23:00:00,NaN,NaN,2.0
oakville(canada),on,2019-05-05,NaN,NaN,3.0
ottawa(carleton)(canada),on,2019-04-17 02:00:00,NaN,NaN,1.0
ottawa(canada),on,2019-04-17 02:00:00,NaN,NaN,1.0
