"USAF","WBAN","STATION_NAME","CTRY","ST","CALL,,"LAT","LNG","ELEV(M)","BEGIN","END"
"999999","24091","IMPERIAL FAA AP              ","US","NE","KIML","+40,510","-101,620","+0997.6","19501201","19541231"
"999999","24101","OGDEN HILL AAF               ","US","UT","KHIF","+41,117","-111,967","+1459.7","19710101","19710101"
"999999","24118","FORT BRIDGER AP              ","US","WY","    ","+41,400","-110,417","+2140.9","19480601","19550101"
"999999","24119","BATTLE MOUNTAIN LANDER COUNTY","US","NV","KBAM","+40,612","-116,892","+1381.4","19481101","19550101"
"999999","24120","COALVILLE SAWRS              ","US","UT","CVL ","+40,917","-111,400","+1763.0","19480101","19480611"
"999999","24121","ELKO MUNICIPAL ARPT          ","US","NV","KEKO","+40,829","-115,789","+1546.6","19480101","19761231"
"999999","24122","FAIRFIELD CAA AP             ","US","UT","    ","+40,350","-112,050","+1513.9","19481101","19500731"
"999999","24125","LUCIN                        ","US","UT","    ","+41,350","-113,900","+1362.2","19481101","19500306"
"999999","24126","OGDEN AIRPORT                ","US","UT","KOGD","+41,196","-112,011","+1353.0","19480101","19550101"
"999999","24128","WINNEMUCCA MUNICIPAL ARPT    ","US","NV","KWMC","+40,902","-117,808","+1314.9","19490915","19721231"
"999999","24129","WINNEMUCCA WB CITY           ","US","NV","    ","+40,967","-117,717","+1309.1","19480101","19490207"
"999999","24130","BAKER MUNICIPAL AP           ","US","OR","KBKE","+44,843","-117,809","+1028.1","19480101","19641231"
"999999","24131","BOISE AIR TERMINAL           ","US","ID","KBOI","+43,567","-116,241","+0874.2","19480101","19721231"
"999999","24132","BOZEMAN GALLATIN FIELD       ","US","MT","KBZN","+45,788","-111,161","+1356.1","19480101","19550101"
"999999","24133","BURLEY MUNICIPAL ARPT        ","US","ID","KBYI","+42,542","-113,766","+1267.1","19480101","19650101"
"999999","24134","BURNS FEDERAL BLDG           ","US","OR","4BW ","+43,583","-119,050","+1262.2","19480101","19800215"
"999999","24135","BUTTE SILVER BOW CO ARPT     ","US","MT","KBTM","+45,965","-112,501","+1686.5","19480101","19610101"
"999999","24137","CUT BANK MUNI AP             ","US","MT","KCTB","+48,603","-112,375","+1169.8","19480101","19721231"
"999999","24138","DILLON                       ","US","MT","KDLN","+45,258","-112,554","+1591.7","19480101","19970630"
"999999","24139","DRUMMOND AVIATION            ","US","MT","    ","+46,638","-113,176","+1219.2","19480101","19550101"
"999999","24140","DUBOIS FAA AIRPORT           ","US","ID","DBS ","+44,167","-112,217","+1563.9","19480101","19550101"
"999999","24141","EPHRATA AP FCWOS             ","US","WA","KEPH","+47,308","-119,515","+0383.7","19480101","19550101"
"999999","24142","                             ","US","ID","    ","+42,917","-114,717","+1088.1","19480101","19550101"
"999999","24143","GREAT FALLS INTL ARPT        ","US","MT","KGTF","+47,473","-111,382","+1114.7","19480101","19721231"
"999999","24144","HELENA ARPT                  ","US","MT","KHLN","+46,606","-111,964","+1179.0","19480101","19721231"
"999999","24145","IDAHO FALLS FANNING FIELD    ","US","ID","KIDA","+43,516","-112,067","+1446.0","19480101","19650101"
"999999","24146","KALISPELL GLACIER PK INT'L AR","US","MT","KGPI","+48,304","-114,264","+0906.2","19480101","19721231"
"999999","24147","LA CROSSE                    ","US","WA","    ","+46,817","-117,883","+0452.0","19480101","19480919"
"999999","24148","LA GRANDE MUNI AP            ","US","OR","KLGD","+45,283","-118,000","+0828.1","19490101","19531231"
"999999","24149","LEWISTON NEZ PERCE COUNTY ARP","US","ID","KLWS","+46,375","-117,016","+0437.7","19480101","19721231"
"999999","24150","LIVINGSTON MISSION FIELD     ","US","MT","KLVM","+45,698","-110,441","+1407.6","19480101","19550101"
"999999","24151","MALAD CITY AIRPORT           ","US","ID","KMLD","+42,149","-112,287","+1372.5","19480101","19550101"
"999999","24152","MEACHUM EMERGENCY AP         ","US","OR","KMEH","+45,511","-118,425","+1135.7","19480101","19721231"
"999999","24153","MISSOULA JOHNSON-BELL FLD    ","US","MT","KMSO","+46,921","-114,093","+0972.0","19480101","19721231"
"999999","24154","MULLAN PASS VOR/DME          ","US","ID","KMLP","+47,457","-115,645","+1851.4","19480101","19550101"
"999999","24155","PENDLETON MUNICIPAL ARPT     ","US","OR","KPDT","+45,698","-118,855","+0461.5","19380101","19721231"
"999999","24156","POCATELLO MUNICIPAL ARPT     ","US","ID","KPIH","+42,920","-112,571","+1364.9","19480101","19721231"
"999999","24157","SPOKANE                      ","US","WA","KGEG","+47,622","-117,528","+0720.9","19680101","19711231"
"999999","24158","STREVELL                     ","US","ID","4SV ","+42,017","-113,250","+1609.3","19480101","19501216"
"999999","24159","SUPERIOR                     ","US","MT","    ","+47,200","-114,883","+0826.0","19480101","19531114"
"999999","24160","WALLA WALLA MUNICIPAL AP     ","US","WA","KALW","+46,095","-118,287","+0367.3","19660101","19660101"
"999999","24161","WHITEHALL                    ","US","MT","4HA ","+45,867","-111,967","+1303.9","19480101","19550101"
"999999","24162","ONTARIO AIRPORT              ","US","OR","KONO","+44,021","-117,013","+0668.4","19480101","19550101"
"999999","24163","PASCO NAS                    ","US","WA","KPSC","+46,267","-119,117","+0122.5","19450401","19460601"
"999999","24172","LOVELOCK DERBY FIELD         ","US","NV","KLOL","+40,068","-118,569","+1189.9","19481101","19761231"
"999999","24193","WENDOVER USAF AUXILIARY FIELD","US","UT","KENV","+40,721","-114,036","+1290.8","19500308","19721231"
"999999","24207","TACOMA MCCHORD AAF           ","US","WA","KTCM","+47,150","-122,483","+0098.5","19710101","19721231"
"999999","24212","BURNEY                       ","US","CA","KBNY","+40,883","-121,667","+0962.6","19480101","19480927"
"999999","24215","MOUNT SHASTA                 ","US","CA","KMHS","+41,333","-122,333","+1077.5","19480401","19761231"
"999999","24216","RED BLUFF MUNICIPAL ARPT     ","US","CA","KRBL","+40,152","-122,254","+0107.6","19480101","19721231"
"999999","24219","THE DALLES MUNICIPAL ARPT    ","US","WA","KDLS","+45,619","-121,166","+0064.0","19480101","19650101"
"999999","24220","ELLENSBURG BOWERS FI         ","US","WA","KELN","+47,034","-120,530","+0538.0","19480601","19550101"
"999999","24221","EUGENE MAHLON SWEET ARPT     ","US","OR","KEUG","+44,128","-123,221","+0113.7","19480101","19721231"
"999999","24223","KELSO WB AP                  ","US","WA","KKLS","+46,117","-122,894","+0006.1","19480101","19530831"
"999999","24224","KLAMATH FALLS KINGSLEY FIELD ","US","OR","    ","+42,167","-121,733","+1244.8","19480101","19590901"
"999999","24225","MEDFORD JACKSON COUNTY ARPT  ","US","OR","KMFR","+42,381","-122,872","+0405.1","19480101","19721231"
"999999","24226","NORTH HEAD                   ","US","WA","    ","+46,300","-124,083","+0064.0","19480101","19490101"
"999999","24227","OLYMPIA MUNICIPAL ARPT       ","US","WA","KOLM","+46,973","-122,903","+0061.0","19480101","19721231"
"999999","24228","PORT ANGELES WB AP           ","US","WA","NOW ","+48,133","-123,400","+0006.1","19490101","19530201"
"999999","24229","PORTLAND                     ","US","OR","KPDX","+45,596","-122,609","+0032.6","19650101","19721231"
"999999","24230","REDMOND ROBERTS FIELD        ","US","OR","KRDM","+44,256","-121,139","+0940.0","19480101","19721231"
"999999","24231","ROSEBURG MUNICIPAL AP        ","US","OR","KRBG","+43,239","-123,355","+0155.1","19480101","19650101"
"999999","24232","SALEM MCNARY FIELD           ","US","OR","KSLE","+44,905","-123,001","+0061.3","19480101","19721231"
"999999","24233","SEATTLE SEATTLE-TACOMA ARPT  ","US","WA","KSEA","+47,444","-122,314","+0132.3","19700101","19721231"
"999999","24234","SEATTLE BOEING FIELD         ","US","WA","KBFI","+47,530","-122,301","+0009.1","19650101","19721231"
"999999","24235","SEXTON SUMMIT                ","US","OR","KSXT","+42,600","-123,364","+1170.7","19480101","19721231"
"999999","24236","SISKIYOU SUMMIT              ","US","OR","    ","+42,083","-122,567","+1367.0","19480101","19480919"
"999999","24237","STAMPEDE PASS                ","US","WA","KSMP","+47,277","-121,337","+1209.1","19480101","19721231"
"999999","24238","STEVENSON                    ","US","WA","    ","+45,717","-121,833","+0096.9","19490101","19520416"
"999999","24240","TATOOSH ISLAND               ","US","WA","K93S","+48,383","-124,733","+0025.9","19480101","19660801"
"999999","24241","TOLEDO WINLOCK MUNI AP       ","US","WA","KTDO","+46,483","-122,817","+0114.3","19480101","20051231"
"999999","24243","YAKIMA AIR TERMINAL          ","US","WA","KYKM","+46,568","-120,543","+0324.9","19480101","19721231"
"999999","24244","SEATTLE NAS                  ","US","WA","NEJ ","+47,683","-122,267","+0014.9","19450301","19700601"
"999999","24246","ASTORIA NAS                  ","US","OR","    ","+46,167","-123,883","+0004.0","19450401","19460520"
"999999","24248","CORVALLIS NAAS               ","US","OR","    ","+44,500","-123,283","+0075.0","19450622","19450915"
"999999","24249","KLAMATH FALLS NAS            ","US","OR","    ","+42,133","-121,750","+1247.9","19450401","19451001"
"999999","24250","LAKEVIEW NSA                 ","US","OR","    ","+42,150","-120,400","+1444.1","19450401","19451001"
"999999","24251","NORTH BEND NAAF              ","US","OR","    ","+43,417","-124,233","+0015.8","19450501","19450915"
"999999","24252","QUILLAYUTE NAAS              ","US","WA","    ","+47,950","-124,533","+0061.9","19450301","19450901"
"999999","24253","SHELTON NAAS                 ","US","WA","    ","+47,233","-123,133","+0091.1","19450401","19450916"
"999999","24254","TILLAMOOK NAS                ","US","OR","    ","+45,417","-123,800","+0011.9","19460101","19480430"
"999999","24255","WHIDBEY ISLAND NAS           ","US","WA","KNUW","+48,350","-122,667","+0014.3","19450401","19721231"
"999999","24259","MONTAGUE SISKIYOU COUNTY AP  ","US","CA","KSIY","+41,781","-122,472","+0805.0","19560101","19660101"
"999999","24278","HOQUIAM                      ","US","WA","    ","+46,967","-123,883","+0004.9","19530501","19530601"
"999999","24281","WSMO (EMSU)                  ","US","WA","    ","+47,650","-122,300","+0005.8","19960702","20031231"
"999999","24283","ARCATA AIRPORT               ","US","CA","KACV","+40,978","-124,109","+0064.0","19491201","19721231"
"999999","24284","NORTH BEND MUNI AIRPORT      ","US","OR","KOTH","+43,413","-124,244","+0005.2","19490501","19761231"
"999999","24285","NEWPORT MUNICIPAL AP         ","US","OR","KONP","+44,583","-124,050","+0048.8","19490801","19501115"
"999999","24286","CRESCENT CITY FAA AI         ","US","CA","KCEC","+41,780","-124,237","+0016.8","19491015","19550101"
"999999","25237","HOLBERG                      ","CA","  ","CYHJ","+50,650","-128,000","+0569.1","19560611","19691230"
"999999","25309","JUNEAU MUNICIPAL ARPT        ","US","AK","PAJN","+58,357","-134,564","+0007.3","19480701","19721231"
"999999","25310","ANGOON                       ","US","AK","PAGN","+57,499","-134,586","+0000.0","19480724","19480901"
"999999","25315","CAPE DECISION                ","US","AK","CDE ","+56,000","-134,133","+0014.9","19480701","19480901"
"999999","25316","CAPE SPENCER                 ","US","AK","CSP ","+58,200","-136,633","+0027.1","19480701","19480901"
"999999","25317","CRAIG                        ","US","AK","CGA ","+55,483","-133,150","+0004.0","19480701","19480901"
"999999","25322","GUSTAVUS                     ","US","AK","PAGS","+58,411","-135,709","+0009.1","19490101","19680701"
"999999","25323","HAINES                       ","US","AK","PAHN","+59,243","-135,509","+0004.9","19480701","19530831"
"999999","25325","KETCHIKAN TONGASS            ","US","AK","PAKT","+55,357","-131,712","+0029.3","19480701","19480831"
"999999","25329","PETERSBURG                   ","US","AK","PAPG","+56,806","-132,937","+0032.6","19480701","19560430"
"999999","25333","SITKA JAPONSKI AP            ","US","AK","PASI","+57,048","-135,365","+0020.4","19480701","19710201"
"999999","25339","YAKUTAT STATE AP             ","US","AK","PAYA","+59,512","-139,671","+0009.4","19490101","19721231"
"999999","25342","CAPE SAINT JAMES  &          ","CA","  ","WFV ","+51,933","-131,017","       ","19530101","19721231"
"999999","25343","LANGARA                      ","CA","  ","CYLA","+54,250","-133,050","+0041.1","19540101","19721231"
"999999","25379","SITKA 1 NE                   ","US","AK","    ","+57,057","-135,327","+0023.8","20050815","20210422"
"999999","25380","GUSTAVUS 2 NE                ","US","AK","    ","+58,429","-135,690","+0006.1","20120719","20210422"
"999999","25381","METLAKATLA 6 S               ","US","AK","    ","+55,046","-131,588","+0032.0","20120726","20210422"
"999999","25382","YAKUTAT 3 SSE                ","US","AK","    ","+59,509","-139,685","+0007.9","20160827","20210422"
"999999","25403","MIDDLETON ISLAND AUT         ","US","AK","PAMD","+59,450","-146,317","+0036.9","19590101","19630701"
"999999","25506","ILIAMNA ARPT                 ","US","AK","PAIL","+59,749","-154,909","+0048.8","19480701","19710131"
"999999","25507","HOMER MUNICIPAL ARPT         ","US","AK","PAHO","+59,642","-151,491","+0022.3","19480701","19721231"
"999999","25515","DRIFTWOOD BAY                ","US","AK","DFB ","+53,967","-166,850","+0395.9","19590630","19690601"
"999999","25522","KING SALMON 42 SE            ","US","AK","    ","+58,208","-155,923","+0201.5","20120815","20210422"
"999999","25624","COLD BAY ARPT                ","US","AK","PACD","+55,221","-162,733","+0031.4","19550701","19721231"
"999999","25630","SAND POINT 1 ENE             ","US","AK","    ","+55,347","-160,466","+0073.2","20090820","20210422"
"999999","25701","ADAK DAVIS AFB               ","US","AK","    ","+51,883","-176,650","+0004.9","19490101","19500701"
"999999","25709","ASI TANAGA ISLAND NS         ","US","AK","    ","+51,750","-178,033","+0045.1","19470201","19490316"
"999999","25711","ST. PAUL 4 NE                ","US","AK","    ","+57,158","-170,212","+0006.1","20050807","20210605"
"999999","26114","CAPE YOUNG PIN 2             ","CA","  ","CYUI","+68,933","-116,917","+0017.1","19530101","19671101"
"999999","26394","TUKTOYAKTUK                  ","CA","  ","CYUB","+69,450","-133,017","+0005.0","19640101","19721231"
"999999","26401","ANCHORAGE ELMENDORF AFB      ","US","AK","PAED","+61,253","-149,794","+0064.9","20040702","20051231"
"999999","26403","LADD AAB                     ","US","AK","FBK ","+64,850","-147,583","+0148.1","19490101","19601101"
"999999","26413","FORT YUKON                   ","US","AK","PFYU","+66,567","-145,267","+0138.4","19480701","19630930"
"999999","26414","SUMMIT AIRPORT               ","US","AK","PAST","+63,331","-149,127","+0734.3","19480701","20041231"
"999999","26416","BOUNDARY                     ","US","AK","BYA ","+64,067","-141,117","+0793.1","19480701","19480901"
"999999","26417","CAPE HINCHINBROOK            ","US","AK","CHB ","+60,233","-146,650","+0056.1","19640701","19731231"
"999999","26418","CENTRAL NO 2                 ","US","AK","PACE","+65,567","-144,765","+0284.1","19480701","19480901"
"999999","26422","EAGLE AIRPORT                ","US","AK","PAEG","+64,777","-141,148","+0273.7","19980202","20051231"
"999999","26435","NENANA MUNICIPAL AP          ","US","AK","PANN","+64,550","-149,072","+0110.3","19490101","19710201"
"999999","26436","NORTH DUTCH ISLAND C         ","US","AK","NDI ","+60,767","-147,800","+0011.9","19480701","19510914"
"999999","26437","PORTAGE                      ","US","AK","    ","+60,850","-148,983","+0011.0","19480701","19480901"
"999999","26439","SHEEP MOUNTAIN               ","US","AK","PASP","+61,812","-147,507","+0835.2","19490101","20041231"
"999999","26442","VALDEZ WSO                   ","US","AK","PAVW","+61,130","-146,352","+0011.3","19670702","19721231"
"999999","26445","YAKATAGA AP                  ","US","AK","PAWS","+61,572","-149,540","+0107.9","19480701","19680523"
"999999","26451","ANCHORAGE INTL AP            ","US","AK","PANC","+61,169","-150,028","+0040.2","19531101","19721231"
"999999","26452","ELMENDORF 2 AFB              ","US","AK","    ","+61,250","-149,800","+0063.1","19531022","19560413"
"999999","26455","HUMPHREY POINT BAR A         ","US","AK","    ","+69,917","-142,333","+0007.0","19580401","19630901"
"999999","26457","CAMDEN BAY                   ","US","AK","    ","+69,983","-144,833","+0003.0","19580324","19630801"
"999999","26458","GERSTLE RIVER                ","US","AK","    ","+63,850","-144,983","+0004.9","19691130","19700917"
"999999","26494","FAIRBANKS 11 NE              ","US","AK","    ","+64,974","-147,510","+0347.5","20020809","20210422"
"999999","26510","MCGRATH ARPT                 ","US","AK","PAMC","+62,957","-155,610","+0103.0","19480703","19721231"
"999999","26512","MINCHUMINA                   ","US","AK","PAMH","+63,886","-152,302","+0214.0","19480701","19690501"
"999999","26513","SHUNGNAK CAA                 ","US","AK","SHG ","+66,900","-157,033","+0042.1","19480709","19500915"
"999999","26514","SKWENTNA                     ","US","AK","PASW","+61,977","-151,217","+0045.1","19480731","19590217"
"999999","26516","ANIAK AIRPORT                ","US","AK","PANI","+61,583","-159,533","+0025.9","19480701","19710131"
"999999","26517","BETTLES CAA                  ","US","AK","    ","+66,900","-151,717","+0260.9","19480701","19510501"
"999999","26519","FAREWELL FAA AP              ","US","AK","PAFK","+62,517","-153,883","+0458.1","19480701","19710201"
"999999","26523","KENAI MUNICIPAL AP           ","US","AK","PAEN","+60,580","-151,239","+0028.0","19480701","19710201"
"999999","26526","PUNTILLA LAKE                ","US","AK","KPTI","+62,091","-152,735","+0566.3","20040702","20051231"
"999999","26528","TALKEETNA STATE ARPT         ","US","AK","PATK","+62,320","-150,095","+0108.5","19480701","19721231"
"999999","26529","TANANA RALPH M CALHOUN MEM AP","US","AK","PATA","+65,175","-152,107","+0067.1","19480701","19710311"
"999999","26533","BETTLES FIELD                ","US","AK","PABT","+66,540","-151,310","+0196.0","19520101","19721231"
"999999","26539","FIVE MILE CAMP               ","US","AK","    ","+66,083","-150,000","+0134.1","19741101","19751101"
"999999","26540","OLD MAN                      ","US","AK","    ","+67,450","-150,583","+0011.0","19741101","19751101"
"999999","26547","HAYES RIVER                  ","US","AK","    ","+61,983","-152,083","+0305.1","20050601","20051231"
"999999","26562","PORT ALSWORTH 1 SW           ","US","AK","    ","+60,195","-154,320","+0097.8","20090925","20210422"
"999999","26563","KENAI 29 ENE                 ","US","AK","    ","+60,724","-150,448","+0086.0","20100830","20210422"
"999999","26564","IVOTUK 1 NNE                 ","US","AK","    ","+68,485","-155,751","+0581.9","20140618","20210422"
"999999","26565","DEADHORSE 3 S                ","US","AK","    ","+70,162","-148,464","+0009.1","20140627","20210422"
"999999","26616","KOTZEBUE RALPH WEIN MEMORIAL ","US","AK","PAOT","+66,867","-162,633","+0004.9","19450101","19721231"
"999999","26617","NOME MUNICIPAL ARPT          ","US","AK","PAOM","+64,511","-165,440","+0006.7","19470101","19721231"
"999999","26618","WALES                        ","US","AK","KWAA","+65,617","-168,050","+0002.7","19560802","19580517"
"999999","26619","CANDLE                       ","US","AK","CDL ","+65,933","-161,917","+0007.0","19480701","19480901"
"999999","26627","UNALAKLEET FIELD             ","US","AK","PAUN","+63,883","-160,800","+0006.1","19480701","19721231"
"999999","26637","CAPE BEAUFORT LIZ A          ","US","AK","    ","+69,033","-163,783","+0014.9","19571014","19630824"
"999999","26638","POINT LAY LIZ 2              ","US","AK","PIZ ","+69,733","-163,017","+0006.1","19570801","19721231"
"999999","26655","RED DOG MINE 3 SSW           ","US","AK","    ","+68,028","-162,921","+0287.1","20100825","20210422"
"999999","26656","BETHEL 87 WNW                ","US","AK","    ","+61,347","-164,077","+0046.6","20180817","20210422"
"999999","26703","GAMBELL                      ","US","AK","PAGM","+63,767","-171,733","+0007.9","19480701","19530701"
"999999","27102","HOLMAN ISLAND                ","CA","  ","CYHI","+70,500","-117,633","+0009.1","19580101","19840101"
"999999","27201","SACHS HARBOUR                ","CA","  ","CYSY","+71,950","-124,733","+0084.1","19551101","19840101"
"999999","27202","CAPE PARRY AIRPORT           ","CA","  ","CZUE","+70,167","-124,683","+0017.0","19560101","19721231"
"999999","27301","MCINTYRE POW C               ","US","AK","    ","+70,400","-148,700","+0004.9","19580301","19630701"
"999999","27403","OLIKTOK POW 2                ","US","AK","OLI ","+70,500","-149,883","+0004.9","19570809","19721231"
"999999","27404","FLAXMAN ISLAND POW 3         ","US","AK","    ","+70,167","-146,833","+0007.0","19570815","19710701"
"999999","27405","PRUDHOE BAY                  ","US","AK","PAUD","+70,250","-148,333","+0014.0","19680701","19721231"
"999999","27503","WAINWRIGHT AIRPORT           ","US","AK","PAWI","+70,639","-159,995","+0009.1","19480701","20051231"
"999999","27506","BARROW POINT BARROW          ","US","AK","PBA ","+71,333","-156,650","+0006.1","19590826","19710101"
"999999","27507","PEARD BAY LIZ C              ","US","AK","    ","+70,800","-158,250","+0028.0","19570801","19630701"
"999999","27508","WAINWRIGHT LIZ 3             ","US","AK","PAWI","+70,617","-159,850","+0027.1","19570802","19721231"
"999999","27510","CAPE SIMPSON POW A           ","US","AK","    ","+71,050","-154,750","+0003.0","19571101","19630903"
"999999","27511","KOGRU RIVER POW B            ","US","AK","    ","+71,583","-152,167","+0009.1","19580101","19630904"
"999999","27512","LONELY                       ","US","AK","LNI ","+70,917","-153,250","+0009.1","19570726","19721231"
9"99999 ","7516 ","TQIAÄ VIK FORMERLY BARROW 4 E","US","AK","    ","+71,321","-156,611","+0004.6","20020808","20201222"
"999999","27601","ICY CAPE LIZ B               ","US","AK","    ","+70,367","-161,750","+0014.9","19571101","19630828"
"999999","33126","SIGONELLA                    ","IT","  ","KQNS","+37,400","+014,917","+0031.1","19600311","19781231"
"999999","34048","CHATEAUROUX                  ","FR","  ","LFLX","+46,850","+001,717","+0164.0","19510731","19661230"
"999999","34051","TOUL ROSIERE                 ","FR","  ","LFSL","+48,767","+005,983","+0288.0","19520319","19670131"
"999999","34052","CHAUMONT                     ","FR","  ","LFQU","+48,100","+005,050","+0313.0","19520505","19661230"
"999999","34053","LAON                         ","FR","  ","LLXO","+49,633","+003,550","+0082.9","19520531","19661230"
"999999","34061","EVREUX                       ","FR","  ","LFOE","+49,017","+001,233","+0141.1","19541022","19670608"
"999999","34062","PHALSBOURG                   ","FR","  ","    ","+48,817","+007,200","+0313.0","19541024","19661118"
"999999","34065","DREUX                        ","FR","  ","LFOX","+48,650","+001,100","+0182.9","19550902","19661007"
"999999","34066","ORLEANS                      ","FR","  ","LFOS","+47,933","+001,883","+0128.0","19570301","19670317"
"999999","34067","BRIENNE                      ","FR","  ","LFOK","+48,433","+004,483","+0120.1","19630102","19650521"
"999999","34071","VERDUN                       ","FR","  ","LFZU","+49,117","+005,467","+0371.9","19591102","19670214"
"999999","34072","SUIPPES RANGE (MET)          ","FR","  ","LFFS","+49,150","+004,533","       ","19600201","19670228"
"999999","34194","VERONA                       ","IT","  ","LIPN","+45,467","+010,933","+0093.0","19600120","19671229"
"999999","34196","GABLINGEN                    ","GM","  ","EDOX","+48,450","+010,867","+0466.0","19630910","19671229"
"999999","35034","LAKENHEATH RAF               ","UK","  ","EGUL","+52,400","+000,567","+0010.1","19490501","19671231"
"999999","35046","MILDENHALL                   ","UK","  ","EGUN","+52,367","+000,483","+0010.1","19500714","19671231"
"999999","35047","MANSTON                      ","UK","  ","EGUM","+51,350","+001,367","+0043.9","19500720","19580531"
"999999","35048","BENTWATERS                   ","UK","  ","EGVJ","+52,133","+001,433","+0025.9","19510601","19671231"
"999999","35049","STANTON                      ","UK","  ","    ","+52,317","+000,917","+0061.0","19510601","19590109"
"999999","40308","YAP ISLAND WSO AP            ","FM","FM","PTYA","+09,483","+138,083","+0017.1","19520101","19721231"
"999999","40309","KOROR WSO                    ","PS","PC","PTKR","+07,333","+134,483","+0033.2","19520101","19721231"
"999999","40504","WEATHER SERVICE BUILDING     ","FM","FM","    ","+06,967","+158,217","+0036.6","19530101","20210401"
"999999","40505","CHUUK WSO AP                 ","FM","FM","PTKK","+07,450","+151,833","+0002.4","19520101","19721231"
"999999","40604","KWAJALEIN MISSLE RAN         ","RM","PC","PKWA","+08,733","+167,733","+0007.9","19530101","19721231"
"999999","40710","WEATHER SERVICE OFFICE BUILDI","RM","MH","    ","+07,065","+171,272","+0003.1","19550131","20210402"
"999999","41003","DA NANG                      ","VM","  ","VVSD","+16,050","+108,200","+0007.0","19651130","19671231"
"999999","41013","KY HA                        ","VM","  ","IKYU","+15,467","+108,700","+0018.0","19650930","19671031"
"999999","41024","MARBLE MOUNTAIN              ","VM","  ","    ","+16,033","+108,250","+0009.1","19660201","19671231"
"999999","41056","QUANG TRI                    ","VM","  ","VVQT","+16,767","+107,167","+0014.0","19671215","19691031"
"999999","41068","VANDERGRIF                   ","VM","  ","ILZV","+16,683","+106,833","+0036.9","19680714","19690930"
"999999","41224","SANGLEY POINT                ","RP","  ","RPMS","+14,500","+120,917","+0002.1","19470101","19631231"
"999999","41225","SAN JOSE                     ","RP","  ","    ","+12,600","+121,000","+0004.0","19450514","19450917"
"999999","41226","LEYTE GULF NF                ","RP","  ","RLTE","+11,067","+125,033","+0004.0","19450731","19450829"
"999999","41227","MANILA NF                    ","RP","  ","    ","+14,600","+121,000","+0004.0","19451231","19460131"
"999999","41228","MANILA NF                    ","RP","  ","    ","+14,600","+121,000","+0032.9","19460630","19470123"
"999999","41229","MANILA                       ","RP","  ","    ","+14,550","+120,983","+0004.0","19470131","19470630"
"999999","41230","OLONGAPO                     ","RP","  ","ROLP","+14,817","+120,283","+0004.0","19500110","19550729"
"999999","41231","CUBI POINT NF                ","RP","  ","RPLB","+14,800","+120,267","+0014.0","19550731","19721231"
"999999","41406","GUAM WFO                     ","GQ","  ","PGUM","+13,483","+144,800","+0077.4","19450831","19950331"
"999999","41407","GUAM MARSHALL ISLAND         ","GQ","  ","    ","+13,467","+144,250","+0054.9","19460531","19461231"
"999999","41408","SAIPAN MARSHALL ISLA         ","CQ","  ","PGSN","+15,117","+145,700","+0032.0","19530509","19620618"
"999999","41411","GUAM OROTE                   ","GQ","  ","    ","+13,433","+144,633","+0024.1","19450531","19480529"
"999999","41412","SAIPAN MARSHALL ISLA         ","RM","  ","    ","+15,217","+145,750","+0011.0","19501231","19510531"
"999999","41413","TINIAN                       ","CQ","  ","PGWT","+15,000","+145,633","+0082.0","19450630","19460228"
"999999","41415","GUAM WFO                     ","GQ","GU","PGUM","+13,483","+144,800","+0076.2","19671231","19721231"
"999999","41606","WAKE ISLAND                  ","WQ","PC","PWAK","+19,283","+166,650","+0003.7","19491031","19721231"
"999999","42204","KADENA AB                    ","JA","  ","RODN","+26,350","+127,767","+0043.0","19481231","19680331"
"999999","42210","YONABARU RYUKYU ISLA         ","JA","  ","    ","+26,200","+127,750","+0009.1","19450831","19470930"
"999999","42215","FUTENMA                      ","US","  ","ROTM","+26,267","+127,750","+0084.1","19600630","19721231"
"999999","42216","HAMBY AAF                    ","JA","  ","ROHF","+26,300","+127,767","+0004.9","19630825","19680331"
"999999","42402","CHICHI JIMA BONIN IS         ","JA","  ","RJAO","+27,083","+142,200","+0007.9","19531004","19680625"
"999999","42501","MARCUS ISLAND NF             ","JA","  ","    ","+24,283","+153,967","+0007.0","19451231","19470731"
"999999","42502","MINAMI TORI SHIMA MA         ","JA","  ","PZMI","+24,300","+153,967","+0006.1","19630630","19680630"
"999999","43204","HUNG CHIA                    ","CH","  ","    ","+31,233","+121,450","+0027.1","19451208","19490425"
"999999","43205","TSINGTAO                     ","CH","  ","    ","+36,183","+120,383","+0014.0","19451231","19480930"
"999999","43213","PUSAN AST - ROK K-9          ","KS","  ","RKPP","+35,167","+129,133","+0004.9","19500905","19621231"
"999999","43214","TAEJON ROK K-5               ","KS","  ","RKTD","+36,450","+127,433","+0039.9","19540630","19671231"
"999999","43220","KWANDAE RI TEAM 840          ","KS","  ","RKNK","+38,017","+128,133","+0181.1","19510909","19671231"
"999999","43238","YONGIL MAN MAG 12            ","KS","  ","    ","+35,983","+129,433","+0020.1","19511231","19560731"
"999999","43240","SACHON ROK K-4               ","KS","  ","RKPS","+35,083","+128,067","+0007.9","19540630","19700930"
"999999","43263","CHEJU DO K 39                ","KS","  ","    ","+33,200","+126,267","+0013.1","19540729","19671231"
"999999","43270","CHANGGAI GAP ROK K 3         ","KS","  ","    ","+36,083","+129,567","+0021.0","19580515","19671231"
"999999","43273","OSAN                         ","KS","  ","RKSN","+37,033","+126,750","+0011.9","19630228","19671229"
